km_ruta,log_km,vel_max,vel_prom,t_est_min,hora_inicio,dia_semana_num,es_fin_semana,mes,n_paradas,densidad_paradas,costo_estimado,costo_km_est,ruta_Cibao-Norte,ruta_Cibao-Sur,ruta_Este-Turístico,ruta_La-Romana,ruta_Nordeste,ruta_Norte,ruta_Otras,ruta_SD-Centro,ruta_SD-Este,ruta_SD-Norte,ruta_SD-Oeste,ruta_Santiago,ruta_Sur,franja_horaria_NOCHE,franja_horaria_TARDE
11.637293,2.536652204,56,22.5,27,19,4,0,1,1,0.0859,1773.31,152.3817,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.381041,2.125972131,83,36.9,27,9,0,0,1,1,0.1355,1563.63,211.8441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56.179475,4.046195005,97,71.7,57,6,3,0,1,1,0.0178,3967.68,70.6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.926784,4.81969094,102,52.7,87,13,1,0,2,1,0.0081,7255.99,59.0269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26.579246,3.317063533,76,21.6,85,17,2,0,1,1,0.0376,2509.43,94.4131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8.357139,2.236139581,78,33.4,42,11,3,0,2,1,0.1197,1611.71,192.8543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149.132274,5.011516732,99,57.7,161,7,4,0,8,1,0.0067,8547.0,57.3115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.791785,2.759489868,57,20.2,62,17,2,0,10,1,0.0676,1928.72,130.3913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.499202,3.068015818,76,31.5,44,13,3,0,4,1,0.0488,2209.89,107.8037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9.521073,2.353380198,72,16.8,134,6,1,0,2,1,0.105,1669.06,175.3017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9.281243,2.330321167,70,26.5,27,14,0,0,2,1,0.1077,1657.24,178.558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72.718409,4.300252551,92,56.7,38,11,1,0,4,1,0.0138,4782.47,65.767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.106042,2.09260971,84,71.1,91,18,2,0,7,1,0.1407,1550.08,218.1355,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24.829128,3.251502847,56,27.6,58,20,5,1,9,1,0.0403,2423.21,97.5955,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
133.21192,4.899420043,94,61.0,168,10,2,0,2,1,0.0075,7762.69,58.2732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.752004,2.169282703,66,22.1,42,18,2,0,6,1,0.129,1581.9,204.0634,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
197.220827,5.289381697,92,55.0,128,1,4,0,9,1,0.0051,10916.08,55.3495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.964153,3.256716856,68,21.4,82,15,1,0,11,1,0.0401,2429.86,97.334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17.059401,2.89366638,67,25.0,45,10,5,1,11,1,0.0586,2040.43,119.6074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.784312,2.378092486,65,24.5,50,11,4,0,8,1,0.1022,1682.02,171.9099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.936027,3.255633006,54,25.4,56,20,3,0,5,1,0.0401,2428.47,97.388,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.868259,2.062836818,64,24.2,51,12,5,1,6,1,0.1456,1538.36,223.9811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
88.219987,4.491105084,92,40.4,91,6,4,0,3,1,0.0113,5546.16,62.8674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.384746,2.239085605,65,24.0,19,12,5,1,1,1,0.1193,1613.07,192.3815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.548462,3.022786096,53,26.7,42,20,1,0,7,1,0.0512,2163.05,110.6506,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150.165995,5.018378538,94,44.8,67,14,1,0,5,1,0.0067,8597.93,57.2562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.179052,2.41404167,68,33.9,35,7,5,1,7,1,0.0982,1701.47,167.1541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.3765,2.125430166,77,31.6,27,11,2,0,1,1,0.1356,1563.4,211.9433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158.829337,5.074106602,92,56.1,158,7,0,0,10,1,0.0063,9024.73,56.8203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.621204,2.86910295,62,25.6,21,13,4,0,5,1,0.0602,2018.84,121.4617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.647974,2.034440776,56,28.5,41,8,3,0,3,1,0.1504,1527.51,229.7708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.835408,2.881185695,81,40.4,18,21,0,0,8,1,0.0594,2029.4,120.5436,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
129.405763,4.870650843,100,62.6,68,4,1,0,7,1,0.0077,7575.17,58.5381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.465191,2.135962579,50,21.3,32,12,2,0,7,1,0.134,1567.77,210.0107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.301139,1.840730411,62,39.8,32,2,6,1,5,1,0.1886,1461.16,275.6313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.592372,3.117612327,75,23.6,52,7,3,0,7,1,0.0463,2263.75,104.8403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89.006332,4.499880023,93,52.4,136,7,3,0,1,1,0.0112,5584.9,62.7472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.656736,2.45588421,64,13.3,27,6,0,0,2,1,0.0938,1725.0,161.8695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.26342,3.719976393,78,49.3,35,5,3,0,6,1,0.0248,3183.58,79.0688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.561559,2.1472823,79,32.4,98,11,4,0,2,1,0.1322,1572.52,207.9624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175.03966,5.170709311,93,60.7,167,6,0,0,7,1,0.0057,9823.33,56.1206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45.514505,3.839764199,74,20.8,114,5,2,0,11,1,0.022,3442.27,75.6302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208.250153,5.343530441,103,72.2,138,1,1,0,8,1,0.0048,11459.44,55.0273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.75291,2.169386217,66,24.5,106,9,5,1,1,1,0.129,1581.95,204.046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.594378,2.450520325,75,27.6,44,15,5,1,12,1,0.0944,1721.93,162.5324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.129277,2.409579204,69,17.4,36,7,3,0,6,1,0.0987,1699.02,167.7336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199.295355,5.299793052,125,71.6,137,1,4,0,7,1,0.005,11018.29,55.2862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34.029591,3.556193161,94,63.8,96,8,4,0,5,1,0.0294,2876.47,84.5285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23.442397,3.196319206,64,22.3,55,20,5,1,2,1,0.0427,2354.89,100.4543,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.330727,3.105963622,79,34.6,27,10,2,0,7,1,0.0469,2250.86,105.522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.007632,2.944840583,53,23.5,42,19,1,0,2,1,0.0555,2087.15,115.9036,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13.837961,2.697188829,59,24.4,119,7,2,0,12,1,0.0723,1881.73,135.9832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.168904,2.215817759,78,49.0,28,7,3,0,10,1,0.1224,1602.44,196.1634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.144894,2.649353711,43,17.9,52,17,1,0,7,1,0.0761,1847.58,140.555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.291766,1.839241794,65,28.9,28,21,5,1,8,1,0.189,1460.7,276.0326,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
194.250892,5.274285357,92,65.5,153,7,4,0,3,1,0.0051,10769.77,55.4426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164.754248,5.110506258,87,69.1,140,2,6,1,5,1,0.0061,9316.62,56.5486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.544904,1.878686732,58,22.2,17,20,2,0,9,1,0.1803,1473.17,265.68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11.900848,2.557293046,67,13.7,37,7,0,0,4,1,0.084,1786.3,150.0985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.019067,3.219638214,86,45.0,32,17,4,0,8,1,0.0416,2383.3,99.2253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.211658,3.054550936,83,33.7,43,14,1,0,12,1,0.0495,2195.73,108.6368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.276516,1.984652176,69,22.2,29,9,4,0,10,1,0.1593,1509.21,240.4535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142.660107,4.967450141,120,64.4,45,10,1,0,6,1,0.007,8228.15,57.6766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136.46867,4.923396037,93,62.0,107,7,1,0,12,1,0.0073,7923.13,58.0582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.348597,2.429094124,82,38.8,27,11,0,0,3,1,0.0966,1709.82,165.2224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27.760733,3.359011019,93,53.7,84,11,3,0,10,1,0.036,2567.63,92.4914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.731429,3.247713163,59,25.6,58,20,0,0,8,1,0.0404,2418.39,97.7861,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147.848352,5.002928016,105,63.8,139,6,1,0,6,1,0.0068,8483.75,57.3814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.818461,1.919633787,65,29.1,26,12,4,0,5,1,0.1719,1486.65,255.5057,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.34203,2.428515295,84,36.5,31,13,4,0,10,1,0.0967,1709.5,165.2964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
176.916539,5.181314558,89,45.8,164,6,1,0,6,1,0.0057,9915.79,56.0478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169.425506,5.138298286,90,50.6,134,7,6,1,3,1,0.0059,9546.75,56.3478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.435773,2.244508104,67,26.6,54,22,5,1,12,1,0.1185,1615.59,191.5165,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14.809343,2.760601094,63,26.9,41,12,1,0,10,1,0.0675,1929.58,130.2948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
151.158231,5.024920973,119,72.0,114,2,5,1,7,1,0.0066,8646.81,57.2037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213.227,5.3670362,102,66.3,188,6,2,0,5,1,0.0047,11704.63,54.8928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.030327,3.259262281,59,23.8,57,20,4,0,6,1,0.04,2433.12,97.2069,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.511625,2.443357394,82,35.0,26,12,2,0,3,1,0.0951,1717.86,163.4248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.695528,2.617069356,74,31.7,26,15,2,0,2,1,0.0788,1825.45,143.7869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24.06967,3.221658749,73,21.2,75,7,3,0,5,1,0.0415,2385.79,99.1202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.336687,3.150026672,78,43.2,27,5,2,0,1,1,0.0448,2300.42,102.9884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118.968782,4.787231559,103,68.6,74,2,0,0,6,1,0.0084,7061.0,59.3517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11.639808,2.536851199,61,25.9,88,12,4,0,8,1,0.0859,1773.44,152.3599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18.066447,2.947930089,86,37.4,34,10,5,1,7,1,0.0554,2090.04,115.6863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.313127,3.696677148,62,22.3,116,6,1,0,12,1,0.0254,3136.76,79.7891,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.806451,3.169956594,80,40.2,38,16,2,0,11,1,0.0438,2323.56,101.8817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10.07557,2.404741782,74,26.3,35,14,3,0,3,1,0.0992,1696.37,168.3647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
225.575541,5.423078404,117,65.4,51,11,2,0,8,1,0.0044,12312.98,54.5847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.523187,3.114545312,82,41.7,28,5,2,0,12,1,0.0465,2260.34,105.0188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.986835,2.943745844,69,25.7,55,13,3,0,3,1,0.0556,2086.12,115.9804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.253739,3.102510039,95,41.1,62,15,4,0,10,1,0.0471,2247.07,105.7259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17.072327,2.894381873,61,22.3,37,14,0,0,5,1,0.0586,2041.07,119.5543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24.79154,3.250046531,50,25.6,58,20,2,0,9,1,0.0403,2421.36,97.6688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9.348443,2.336836074,63,20.8,20,21,4,0,4,1,0.107,1660.55,177.6285,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8.819062,2.284325598,73,31.1,31,16,0,0,8,1,0.1134,1634.47,185.3338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.950479,1.938810578,57,22.3,32,21,0,0,6,1,0.1681,1493.15,250.9294,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
126.024467,4.844379721,91,61.0,85,1,2,0,11,1,0.0079,7408.6,58.787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69.945095,4.261906268,115,72.4,35,13,2,0,4,1,0.0143,4645.85,66.4214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.124282,2.495210219,75,30.3,30,21,4,0,6,1,0.0899,1748.04,157.1373,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.618443,2.452593749,71,15.5,25,7,2,0,5,1,0.0942,1723.12,162.2761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.514986,3.277710083,53,21.6,58,20,1,0,7,1,0.0392,2457.0,96.2963,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.692645,2.541022692,76,22.6,28,18,1,0,2,1,0.0855,1776.04,151.8938,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82.016789,4.419042864,81,63.9,90,6,4,0,12,1,0.0122,5240.56,63.8962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.400746,2.341877534,74,37.6,38,15,5,1,5,1,0.1064,1663.13,176.9147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108.63775,4.69718175,86,57.2,167,10,5,1,7,1,0.0092,6552.04,60.3109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.382244,3.151976931,59,29.8,42,20,0,0,12,1,0.0447,2302.66,102.8789,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27.706764,3.357132774,53,23.4,62,9,5,1,6,1,0.0361,2564.97,92.5756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.318873,2.589182052,76,29.6,16,19,1,0,12,1,0.0812,1806.89,146.6766,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10.596775,2.450727042,63,19.3,40,12,0,0,3,1,0.0944,1722.05,162.507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5.487966,1.869949076,54,25.3,36,11,0,0,4,1,0.1822,1470.36,267.9244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.415518,3.723655642,85,35.1,169,11,1,0,5,1,0.0247,3191.07,78.9566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.748098,2.463691355,64,26.9,28,21,4,0,9,1,0.093,1729.51,160.9131,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
208.292084,5.343730807,97,70.2,166,1,6,1,10,1,0.0048,11461.51,55.0261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.808434,1.918162138,72,31.7,27,8,4,0,2,1,0.1722,1486.15,255.8607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.525345,2.604565333,75,25.9,27,21,2,0,11,1,0.0798,1817.06,145.0707,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34.708862,3.575398893,84,41.7,94,7,6,1,11,1,0.0288,2909.93,83.8382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.467703,2.348294612,79,43.7,39,7,5,1,10,1,0.1056,1666.43,176.0121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.011224,1.793628388,46,23.1,27,8,5,1,2,1,0.1996,1446.88,288.7279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.499767,2.917758137,46,17.5,79,15,4,0,12,1,0.0571,2062.13,117.8376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
148.929635,5.010166084,88,55.5,159,2,2,0,4,1,0.0067,8537.02,57.3225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16.507083,2.862605542,91,45.0,32,4,5,1,8,1,0.0606,2013.22,121.961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.959561,3.256539981,59,24.6,57,20,5,1,5,1,0.0401,2429.63,97.3427,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.999544,2.56491428,59,20.6,27,18,6,1,12,1,0.0833,1791.16,149.269,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100.292442,4.618011798,109,51.4,134,9,6,1,12,1,0.01,6140.91,61.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154.149953,5.044392088,87,55.7,142,2,3,0,9,1,0.0065,8794.2,57.0496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.543114,2.355472945,61,14.0,39,7,3,0,9,1,0.1048,1670.14,175.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143.603826,4.973997769,103,68.4,103,6,5,1,1,1,0.007,8274.64,57.6213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.000013,1.791761636,49,16.7,46,11,1,0,10,1,0.2,1446.33,289.2652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
207.872612,5.341724554,88,63.6,171,2,6,1,1,1,0.0048,11440.84,55.0377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.477512,2.440389643,65,31.4,56,7,2,0,10,1,0.0954,1716.17,163.7956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32.065689,3.498496159,91,43.7,56,6,2,0,4,1,0.0312,2779.72,86.6883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14.47572,2.739272344,43,19.3,60,14,1,0,9,1,0.0691,1913.15,132.1627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.52089,3.114443323,84,36.9,28,5,3,0,11,1,0.0465,2260.23,105.0249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31.318813,3.475649506,80,25.1,62,6,1,0,12,1,0.0319,2742.92,87.5806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.590403,2.026884686,56,20.8,38,8,2,0,7,1,0.1517,1524.68,231.3485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.421238,4.387278296,103,63.5,63,13,2,0,2,1,0.0126,5112.69,64.3743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
228.879108,5.437553553,91,57.0,184,1,1,0,11,1,0.0044,12475.73,54.5079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201.537826,5.310926664,119,65.7,152,1,5,1,1,1,0.005,11128.76,55.2192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.153954,1.967665211,55,19.4,138,11,3,0,10,1,0.1625,1503.17,244.2608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9.275219,2.329735074,63,26.5,41,12,3,0,12,1,0.1078,1656.94,178.6416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
206.707195,5.336129372,105,63.9,135,9,2,0,1,1,0.0048,11383.43,55.0703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.273051,3.189366723,81,36.7,17,13,3,0,2,1,0.043,2346.55,100.8269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.814495,1.919051961,59,23.3,16,20,1,0,6,1,0.172,1486.45,255.6456,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.63343,3.204104464,79,36.4,55,12,4,0,12,1,0.0423,2364.3,100.0405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16.86818,2.883021477,41,20.2,116,6,2,0,12,1,0.0593,2031.01,120.4048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248.532761,5.519590213,93,56.9,101,13,2,0,2,1,0.004,13443.97,54.0934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10.447641,2.437783683,61,26.1,47,12,5,1,12,1,0.0957,1714.7,164.1232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
224.825292,5.419761656,109,68.1,152,5,4,0,8,1,0.0044,12276.02,54.6025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77.289669,4.360415653,83,61.0,132,6,1,0,5,1,0.0129,5007.68,64.7911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198.141839,5.29401733,105,56.1,48,11,0,0,8,1,0.005,10961.46,55.3213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.26938,1.835677466,61,28.7,21,15,5,1,12,1,0.1898,1459.6,276.9965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.959107,1.940051162,77,23.8,22,12,3,0,11,1,0.1678,1493.58,250.6382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62.170967,4.145844813,95,61.2,100,7,6,1,4,1,0.0161,4262.85,68.5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.341246,3.232433345,59,19.2,84,15,0,0,12,1,0.0411,2399.17,98.564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
